NO,시군구,유형,지번,도로명,용도지역,건축물주용도,도로조건,전용/연면적(㎡),대지면적(㎡),거래금액(만원),층,매수,매도,계약년월,계약일,지분구분,건축년도,해제사유발생일,거래유형,중개사소재지,대지위치_표제부,도로명대지위치_표제부,매칭단계
129,서울특별시 성동구 용답동,집합,238-7,가람길,유통상업,제1종근린생활,25m미만,68.34, ,"7,594",2.0,법인,법인,202601,23,,2023.0,-,중개거래,서울 강남구,,,매칭실패
130,서울특별시 성동구 용답동,집합,238-7,가람길,유통상업,제1종근린생활,25m미만,70.75, ,"7,862",2.0,법인,법인,202601,23,,2023.0,-,중개거래,서울 강남구,,,매칭실패
131,서울특별시 강북구 미아동,집합,1354-5,솔샘로,제3종일반주거,제2종근린생활,25m미만,11.44, ,"5,500",2.0,개인,개인,202601,23,,2004.0,-,중개거래,서울 강북구,,,매칭실패
132,서울특별시 중랑구 신내동,집합,666,봉화산로,일반상업,판매,25m이상,12.79, ,"2,000",3.0,개인,개인,202601,23,,1999.0,-,중개거래,경기 구리시,,,매칭실패
133,서울특별시 서대문구 연희동,집합,132-83,연희맛로,제1종일반주거,제1종근린생활,8m미만,9.68, ,"9,500",,개인,개인,202601,23,지분,2011.0,-,중개거래,서울 서대문구,,,매칭실패
134,서울특별시 서대문구 연희동,집합,132-83,연희맛로,제1종일반주거,제1종근린생활,8m미만,18.65, ,"15,000",,개인,개인,202601,23,지분,2011.0,-,중개거래,서울 서대문구,,,매칭실패
135,서울특별시 중구 순화동,집합,215,통일로,일반상업,업무,25m이상,35.88, ,"31,000",11.0,법인,개인,202601,23,,2006.0,-,중개거래,서울 중구,,,매칭실패
136,서울특별시 노원구 중계동,집합,366-9,한글비석로,일반상업,교육연구,25m이상,172.8, ,"119,357",8.0,법인,법인,202601,23,,2018.0,-,중개거래,서울 노원구,,,매칭실패
137,서울특별시 관악구 신림동,집합,1474-15,남부순환로,일반상업,제1종근린생활,25m이상,26.27, ,"25,000",1.0,개인,법인,202601,23,,2020.0,-,직거래,-,,,매칭실패
138,서울특별시 관악구 신림동,집합,298-4,호암로,제1종일반주거,제1종근린생활,25m미만,46.77, ,"40,000",3.0,개인,개인,202601,23,,1983.0,-,중개거래,서울 관악구,,,매칭실패
139,서울특별시 송파구 가락동,집합,102,송파대로,제3종일반주거,제1종근린생활,25m이상,7.26, ,"3,150",2.0,개인,개인,202601,23,,1993.0,-,중개거래,서울 송파구,,,매칭실패
140,서울특별시 송파구 거여동,집합,362,오금로54길,제3종일반주거,제1종근린생활,8m미만,11.92, ,"4,400",,개인,개인,202601,23,,1992.0,-,중개거래,서울 송파구,,,매칭실패
141,서울특별시 영등포구 도림동,집합,819,도영로,준공업,업무,25m이상,29.38, ,"14,550",14.0,개인,개인,202601,23,,2004.0,-,중개거래,서울 영등포구,,,매칭실패
142,서울특별시 영등포구 당산동2가,집합,47515,영등포로,준공업,제2종근린생활,25m이상,18.0, ,"11,500",,개인,개인,202601,23,,1987.0,-,중개거래,서울 영등포구,,,매칭실패
143,서울특별시 강동구 천호동,일반,2**,상암로,준주거,제2종근린생활,25m미만,41.12,11.84,"15,000",,개인,개인,202601,22,지분,1992.0,-,직거래,-,,,매칭실패
144,서울특별시 강동구 성내동,집합,547,성내로,제3종일반주거,제2종근린생활,25m미만,33.1, ,"32,000",,개인,개인,202601,22,,1983.0,-,중개거래,서울 강동구,,,매칭실패
145,서울특별시 성북구 석관동,일반,서울특별시 성북구 석관동 301-1번지,서울특별시 성북구 돌곶이로 50 (석관동),제2종일반주거,제1종근린생활,25m미만,956.9,409,"750,000",,법인,개인,202601,22,,2016.0,-,중개거래,서울 강남구,서울특별시 성북구 석관동 301-1번지,서울특별시 성북구 돌곶이로 50 (석관동),1단계: 정확매칭
146,서울특별시 중랑구 신내동,집합,666,봉화산로,일반상업,판매,25m이상,18.33, ,"4,500",2.0,개인,개인,202601,22,,1999.0,-,중개거래,서울 중랑구,,,매칭실패
147,서울특별시 영등포구 영등포동3가,집합,46278,영중로,일반상업,판매,25m이상,4.96, ,"3,300",,법인,개인,202601,22,,2005.0,-,직거래,-,,,매칭실패
148,서울특별시 서대문구 북가좌동,집합,336-30,응암로5길,제2종일반주거,제2종근린생활,8m미만,57.76, ,"26,500",2.0,개인,개인,202601,22,,2013.0,-,중개거래,서울 서대문구,,,매칭실패
149,서울특별시 구로구 개봉동,집합,107,고척로27길,제2종일반주거,제2종근린생활,12m미만,16.56, ,"10,500",1.0,개인,개인,202601,22,,2011.0,-,중개거래,서울 마포구,,,매칭실패
150,서울특별시 영등포구 영등포동3가,집합,46278,영중로,일반상업,판매,25m이상,4.96, ,"3,900",,법인,개인,202601,22,,2005.0,-,직거래,-,,,매칭실패
151,서울특별시 구로구 개봉동,집합,107,고척로27길,제2종일반주거,제2종근린생활,12m미만,16.34, ,"10,500",1.0,개인,개인,202601,22,,2011.0,-,중개거래,서울 마포구,,,매칭실패
152,서울특별시 구로구 구로동,집합,1258,경인로53길,준공업,판매,25m이상,18.36, ,"11,000",,개인,개인,202601,22,,,-,중개거래,서울 구로구,,,매칭실패
153,서울특별시 영등포구 영등포동3가,집합,46278,영중로,일반상업,판매,25m이상,4.96, ,"3,900",,법인,개인,202601,22,,2005.0,-,직거래,-,,,매칭실패
154,서울특별시 영등포구 영등포동3가,집합,46278,영중로,일반상업,판매,25m이상,4.96, ,"3,900",,법인,개인,202601,22,,2005.0,-,직거래,-,,,매칭실패
155,서울특별시 영등포구 영등포동3가,집합,46278,영중로,일반상업,판매,25m이상,4.96, ,"3,900",,법인,개인,202601,22,,2005.0,-,직거래,-,,,매칭실패
156,서울특별시 강남구 수서동,집합,747,광평로31길,제3종일반주거,제2종근린생활,25m이상,32.62, ,"44,500",1.0,법인,법인,202601,22,,1997.0,-,중개거래,서울 강남구,,,매칭실패
157,서울특별시 중구 을지로6가,집합,18-21,장충단로,일반상업,판매,25m이상,3.52, ,"2,140",,법인,개인,202601,22,,2008.0,-,직거래,-,,,매칭실패
158,서울특별시 중랑구 상봉동,집합,104-48,면목로92다길,준주거,제2종근린생활,8m미만,25.18, ,"17,900",2.0,개인,개인,202601,22,,2021.0,-,중개거래,서울 중랑구,,,매칭실패
159,서울특별시 중구 을지로6가,집합,21-31,을지로,일반상업,판매,25m이상,3.97, ,"2,000",,개인,개인,202601,22,,2007.0,-,직거래,-,,,매칭실패
160,서울특별시 강남구 역삼동,집합,837-36,강남대로,일반상업,제2종근린생활,25m이상,37.26, ,"18,400",,법인,법인,202601,21,,2004.0,-,중개거래,서울 강남구,,,매칭실패
161,서울특별시 중구 충무로3가,집합,49,충무로,일반상업,업무,25m미만,37.3, ,"23,300",3.0,법인,법인,202601,21,,2013.0,-,중개거래,서울 중구,,,매칭실패
162,서울특별시 중구 을지로6가,집합,18-21,장충단로,일반상업,판매,25m이상,3.66, ,855,,개인,개인,202601,21,,2008.0,-,직거래,-,,,매칭실패
163,서울특별시 강서구 마곡동,집합,797-11,마곡중앙6로,일반상업,숙박,25m미만,17.68, ,"12,000",8.0,개인,개인,202601,21,,2015.0,-,중개거래,서울 강서구,,,매칭실패
164,서울특별시 강남구 역삼동,집합,837-36,강남대로,일반상업,제2종근린생활,25m이상,37.26, ,"18,400",,법인,법인,202601,21,,2004.0,-,중개거래,서울 강남구,,,매칭실패
165,서울특별시 중구 충무로1가,집합,46046,퇴계로,중심상업,숙박,25m이상,19.43, ,"25,000",8.0,법인,개인,202601,21,,2000.0,-,직거래,-,,,매칭실패
166,서울특별시 강남구 개포동,집합,46094,개포로,일반상업,업무,25m이상,32.44, ,"22,750",17.0,개인,개인,202601,21,,1997.0,-,중개거래,서울 강남구,,,매칭실패
167,서울특별시 광진구 자양동,일반,4*,동일로10길,제2종일반주거,제1종근린생활,12m미만,14.28,17,"14,815",,개인,개인,202601,21,지분,1970.0,-,중개거래,서울 성동구,,,매칭실패
168,서울특별시 강서구 마곡동,집합,798-6,마곡중앙로,준주거,업무,25m미만,39.55, ,"19,900",9.0,법인,개인,202601,21,,2019.0,-,중개거래,서울 강서구,,,매칭실패
169,서울특별시 양천구 목동,집합,315-84,,제2종일반주거,제2종근린생활,8m미만,23.11, ,"7,300",1.0,개인,개인,202601,21,,2011.0,-,중개거래,서울 양천구,,,매칭실패
170,서울특별시 마포구 도화동,집합,18629,마포대로,일반상업,업무,25m이상,96.26, ,"48,000",,법인,개인,202601,21,,1985.0,-,중개거래,서울 마포구,,,매칭실패
171,서울특별시 강서구 마곡동,집합,797-11,마곡중앙6로,일반상업,숙박,25m미만,17.68, ,"12,000",8.0,개인,개인,202601,21,,2015.0,-,중개거래,서울 강서구,,,매칭실패
172,서울특별시 서대문구 북아현동,집합,114-1,북아현로6길,제2종일반주거,판매,12m미만,159.65, ,"148,000",,개인,개인,202601,21,,1975.0,-,중개거래,서울 서대문구,,,매칭실패
173,서울특별시 송파구 방이동,집합,43,오금로11길,일반상업,제1종근린생활,12m미만,26.13, ,"65,900",,개인,개인,202601,21,,2017.0,-,중개거래,서울 송파구,,,매칭실패
174,서울특별시 송파구 송파동,집합,143,백제고분로46길,제2종일반주거,제1종근린생활,8m미만,37.6, ,"16,000",1.0,법인,법인,202601,21,,2015.0,-,중개거래,제주 제주시,,,매칭실패
175,서울특별시 서초구 서초동,집합,1445-3,효령로,일반상업,판매,25m이상,11.52, ,"6,700",,개인,개인,202601,21,,1997.0,-,직거래,-,,,매칭실패
176,서울특별시 동작구 흑석동,집합,343,서달로,제2종일반주거,제2종근린생활,-,196.65, ,"146,796",2.0,개인,법인,202601,21,,2025.0,-,중개거래,서울 동작구,,,매칭실패
177,서울특별시 영등포구 여의도동,집합,46039,국회대로,일반상업,업무,25m이상,51.2, ,"53,500",2.0,개인,법인,202601,21,,1986.0,-,중개거래,서울 영등포구,,,매칭실패
178,서울특별시 서초구 서초동,일반,서울특별시 구로구 고척동 185-9번지,서울특별시 구로구 중앙로 93 (고척동),제3종일반주거,제2종근린생활,25m미만,522.64,297.5,"865,200",,법인,개인,202601,20,,1984.0,-,중개거래,경기 고양시 덕양구,서울특별시 구로구 고척동 185-9번지,서울특별시 구로구 중앙로 93 (고척동),3단계: 오차범위±10%
179,서울특별시 관악구 남현동,일반,서울특별시 관악구 남현동 1056-27번지,서울특별시 관악구 남부순환로 2042 (남현동),제3종일반주거,제2종근린생활,25m이상,647.78,226.1,"480,000",,법인,개인,202601,20,,1993.0,-,중개거래,서울 강남구,서울특별시 관악구 남현동 1056-27번지,서울특별시 관악구 남부순환로 2042 (남현동),1단계: 정확매칭
180,서울특별시 관악구 봉천동,일반,서울특별시 관악구 봉천동 1636-20번지,서울특별시 관악구 남부순환로248길 38 (봉천동),제2종일반주거,제1종근린생활,12m미만,355.03,223.1,"350,000",,법인,개인,202601,20,,1980.0,-,직거래,-,서울특별시 관악구 봉천동 1636-20번지,서울특별시 관악구 남부순환로248길 38 (봉천동),2단계: 건축년도+연면적
181,서울특별시 서초구 우면동,집합,788,양재대로2길,제3종일반주거,제1종근린생활,25m미만,32.0, ,"58,220",1.0,개인,개인,202601,20,,2013.0,-,중개거래,서울 서초구,,,매칭실패
182,서울특별시 서초구 잠원동,집합,20515,잠원로8길,제3종일반주거,교육연구,25m이상,28.5, ,"63,357",,법인,개인,202601,20,,1992.0,-,중개거래,서울 서초구,,,매칭실패
183,서울특별시 서초구 잠원동,집합,20515,잠원로8길,제3종일반주거,교육연구,25m이상,31.35, ,"69,678",,법인,개인,202601,20,,1992.0,-,중개거래,서울 서초구,,,매칭실패
184,서울특별시 송파구 문정동,집합,634,충민로,유통상업,판매,25m이상,224.46, ,"110,000",,개인,법인,202601,20,,2008.0,-,중개거래,서울 송파구,,,매칭실패
185,서울특별시 송파구 문정동,집합,634,충민로,유통상업,판매,25m이상,124.15, ,"70,000",,법인,법인,202601,20,,2008.0,-,중개거래,서울 송파구,,,매칭실패
186,서울특별시 서초구 양재동,집합,275-6,논현로,일반상업,업무,25m이상,82.08, ,"31,500",20.0,법인,개인,202601,20,,1991.0,-,직거래,-,,,매칭실패
187,서울특별시 영등포구 여의도동,집합,50,63로,제3종일반주거,제2종근린생활,25m이상,119.8, ,"350,000",,개인,개인,202601,20,,,-,중개거래,서울 영등포구,,,매칭실패
188,서울특별시 동작구 노량진동,집합,307-117,,제3종일반주거,판매,12m미만,40.6, ,"19,000",,개인,개인,202601,20,지분,,-,중개거래,경기 용인시 기흥구,,,매칭실패
189,서울특별시 서초구 방배동,집합,1038,효령로,제3종일반주거,제1종근린생활,25m이상,6.9, ,"34,000",,법인,개인,202601,20,,1992.0,-,중개거래,서울 송파구,,,매칭실패
190,서울특별시 구로구 고척동,집합,269-1,고척로40길,제2종일반주거,판매,12m미만,17.18, ,"1,300",,개인,개인,202601,20,,1993.0,-,직거래,-,,,매칭실패
191,서울특별시 구로구 고척동,집합,269-1,고척로40길,제2종일반주거,판매,12m미만,11.72, ,"1,300",,개인,개인,202601,20,,1993.0,-,직거래,-,,,매칭실패
192,서울특별시 강서구 마곡동,집합,797-12,마곡동로4길,일반상업,숙박,25m미만,19.19, ,"15,000",14.0,개인,개인,202601,20,,2017.0,-,중개거래,서울 강서구,,,매칭실패
193,서울특별시 강남구 개포동,집합,186-1,삼성로,일반상업,제2종근린생활,25m이상,8.11, ,"5,000",,개인,개인,202601,20,지분,1984.0,-,중개거래,서울 강남구,,,매칭실패
194,서울특별시 노원구 중계동,일반,5**,동일로203가길,일반상업,판매,25m미만,33.06,4.66,"2,400",,법인,개인,202601,20,지분,1991.0,-,직거래,-,,,매칭실패
195,서울특별시 강남구 역삼동,집합,서울특별시 노원구 중계동 133-19번지,서울특별시 노원구 덕릉로92길 17 (중계동),제2종일반주거,제2종근린생활,8m미만,140.4, ,"115,000",6.0,법인,법인,202601,20,,2004.0,-,중개거래,서울 강남구,서울특별시 노원구 중계동 133-19번지,서울특별시 노원구 덕릉로92길 17 (중계동),2단계: 건축년도+연면적
196,서울특별시 구로구 고척동,집합,269-1,고척로40길,제2종일반주거,판매,12m미만,12.88, ,"1,300",,개인,개인,202601,20,,1993.0,-,직거래,-,,,매칭실패
197,서울특별시 구로구 고척동,집합,269-1,고척로40길,제2종일반주거,판매,12m미만,12.88, ,"1,300",,개인,개인,202601,20,,1993.0,-,직거래,-,,,매칭실패
198,서울특별시 강서구 마곡동,집합,759-1,마곡서로,일반상업,업무,25m미만,39.53, ,"29,500",,법인,개인,202601,20,,2017.0,-,중개거래,서울 강서구,,,매칭실패
199,서울특별시 강서구 마곡동,집합,759-1,마곡서로,일반상업,업무,25m미만,35.65, ,"27,250",,법인,법인,202601,20,,2017.0,-,중개거래,서울 강서구,,,매칭실패
200,서울특별시 구로구 고척동,집합,269-1,고척로40길,제2종일반주거,판매,12m미만,27.48, ,"1,600",,개인,개인,202601,20,,1993.0,-,직거래,-,,,매칭실패
201,서울특별시 강남구 신사동,집합,서울특별시 성북구 성북동 217-29번지,서울특별시 성북구 성북로23길 78 (성북동),제2종일반주거,제2종근린생활,8m미만,38.25, ,"142,800",1.0,개인,개인,202601,20,,1985.0,-,중개거래,서울 강남구,서울특별시 성북구 성북동 217-29번지,서울특별시 성북구 성북로23길 78 (성북동),2단계: 건축년도+연면적
